"","ID","title","description","streetaddress","city","state","amenityfeatures","type","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress","Status"
"6246",269,"Numbers","(Seagull)","1003 California","Houston","TX","","Bars/Clubs","","8/31/2019 11:17am","8/31/2019 11:50am",1971,"1003 California, Houston, TX",-95.390896,29.745284,"1003 california st, houston, tx 77006, usa","Google Verified Location"
"6247",619,"Wonders","","3207 Montrose","Houston","TX","(HIP) - Heads frequent,(YC) - Young and/or collegiate types,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(D) - Dancing","Bars/Clubs",NA,"11/8/2019 11:59am","11/8/2019 12:40pm",1976,"3207 Montrose, Houston, TX",-95.390949,29.7443006,"3207 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6248",485,"Glass Stein","","3207 Montrose","Houston","TX","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","9/7/2019 9:49am","9/7/2019 10:55am",1974,"3207 Montrose, Houston, TX",-95.390949,29.7443006,"3207 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6249",683,"Wonders","","3207 Montrose","Houston","TX","(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(RT) - 'Raunchy types' - downtown type places - often hustlers,(D) - Dancing","Bars/Clubs",NA,"11/8/2019 8:04pm","11/10/2019 2:21pm",1977,"3207 Montrose, Houston, TX",-95.390949,29.7443006,"3207 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6250",362,"Wonders","May catch on","3207 Montrose","Houston","TX","(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs","","12/17/2019 9:52am","12/17/2019 9:52am",1975,"3207 Montrose, Houston, TX",-95.390949,29.7443006,"3207 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6251",673,"Rendezvous","","3207 Montrose","Houston","TX","(D) - Dancing","Bars/Clubs",NA,"11/8/2019 8:00pm","11/10/2019 2:21pm",1977,"3207 Montrose, Houston, TX",-95.390949,29.7443006,"3207 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6252",915,"Silver Bullet Saloon","(Some W, SM) (Was clsoed, but may be re-opening patio in summer of '79)","1005 California","Houston","TX","(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 6:37pm",1980,"1005 California, Houston, TX",-95.3910698,29.7453635,"1005 california st, houston, tx 77006, usa","Google Verified Location"
"6253",789,"Silver Bullet
  Saloon","(Some W, SM)","1005 California","Houston","TX","(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","10/25/2019 7:43pm","12/18/2019 3:11pm",1979,"1005 California, Houston, TX",-95.3910698,29.7453635,"1005 california st, houston, tx 77006, usa","Google Verified Location"
"6254",789,"Silver Bullet Saloon","(Some Levi & W, SM)","1005 California","Houston","TX","(*) - Very popular,(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","12/6/2019 10:55am","12/18/2019 12:42pm",1978,"1005 California, Houston, TX",-95.3910698,29.7453635,"1005 california st, houston, tx 77006, usa","Google Verified Location"
"6255",785,"Pleasure Chest","(Leather,  'toys ', jewelry, etc.)","3205 Montrose","Houston","TX","(*) - Very popular","Bars/Clubs","","12/6/2019 10:55am","12/16/2019 3:21pm",1978,"3205 Montrose, Houston, TX",-95.3910795,29.7443423,"3205 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6256",271,"Plantation Club","(use back entrance from Chelsea)","4701 Montrose","Houston","TX","(YC) - Young and/or collegiate types,(D) - Dancing,(P) - Private club - Inquire locally to admission,(*) - Very popular","Bars/Clubs","","8/31/2019 11:17am","8/31/2019 11:50am",1971,"4701 Montrose, Houston, TX",-95.3910934,29.7306782,"4701 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6257",320,"New Yorker","","","Houston","TX","(D) - Dancing,(P) - Private club - Inquire locally to admission","Bars/Clubs","","8/23/2019 3:36am","9/7/2019 1:23pm",1968,", Houston, TX",-95.39121,29.744656,"unclear_coded_by_hand","Verified Location"
"6258",1640,"Palace Club ","(Penthouse level)","3400 Montrose at Harold ","Houston","TX","(M) - Mixed Crowds,(HIP) - Heads frequent,(B) - Blacks frequent,""(G) - Girls, but seldom exclusively"",(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","","",1973,"3400 Montrose at Harold , Houston, TX",-95.391377,29.745017,"unclear_coded_by_hand","Verified Location"
"6259",1417,"Palace Club","(penthouse level)","3004 Montrose at Harold","Houston","TX","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","","",1972,"3004 Montrose at Harold, Houston, TX",-95.391377,29.745017,"unclear_coded_by_hand","Verified Location"
"6260",502,"Palace Club","(penthouse level) (at Harold)","3400 Montrose","Houston","TX","(M) - Mixed Crowds,(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs","","9/7/2019 9:49am","9/7/2019 10:55am",1974,"3400 Montrose, Houston, TX",-95.3917465,29.7420354,"3400 montrose blvd, houston, tx 77006, usa","Google Verified Location"
"6261",1416,"Folly Club","(one block N.W. of Montrose & Bisonnet)","Bayard & Berthea","Houston","TX","(P) - Private club - Inquire locally to admission","Bars/Clubs","","","",1972,"Bayard & Berthea, Houston, TX",-95.391897,29.726949,"unclear_coded_by_hand","Verified Location"
"6262",495,"Mary's Bar","(closed - supposedly re-opening)","1022 Westheimer","Houston","TX","(W) - Western or coyboy types","Bars/Clubs","","9/7/2019 9:49am","9/7/2019 10:55am",1974,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6263",772,"Mary's","(Good WE afternoons - also Eagle Leathers Shop) (Cruisy)","1022 Westheimer","Houston","TX","(W) - Western or coyboy types,(*) - Very popular,(WE) - Weekends","Bars/Clubs,Cruising Areas","","12/5/2019 6:30pm","12/16/2019 3:17pm",1978,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6264",899,"Mary's","(Some W, SM,) (Good days) (Cruisy)","1022 Westheimer","Houston","TX","(W) - Western or coyboy types,(PT) - Pool Table,(*) - Very popular,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Cruising Areas,Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 6:00pm",1980,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6265",354,"Mary's Bar","Best Sundays","1022 Westheimer","Houston","TX","(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs","","12/17/2019 9:52am","12/17/2019 9:52am",1975,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6266",602,"Mary's Bar","","1022 Westheimer","Houston","TX","(W) - Western or coyboy types","Bars/Clubs",NA,"11/8/2019 11:59am","11/8/2019 12:41pm",1976,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6267",775,"Mary's","(Some W, SM) (Good days) (Cruisy)","1022 Westheimer","Houston","TX","(*) - Very popular,(PT) - Pool Table,(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs,Cruising Areas","","10/25/2019 7:42pm","12/18/2019 2:55pm",1979,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6268",664,"Mary's","(Best on Sundays)","1022 Westheimer","Houston","TX","(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs",NA,"11/8/2019 8:00pm","11/10/2019 2:21pm",1977,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6269",449,"Mary's Bar","(Open afternoons)","1022 Westheimer","Houston","TX","(W) - Western or coyboy types","Bars/Clubs",NA,"10/1/2019 4:42pm","10/28/2019 9:41am",1973,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6270",355,"Tommy's Lounge","","1022 Westheimer","Houston","TX","","Bars/Clubs",NA,"9/13/2019 1:51pm","10/28/2019 9:27am",1972,"1022 Westheimer, Houston, TX",-95.3921392,29.744957,"1022 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6271",345,"Plantation Club","","1100 Westheimer","Houston","TX","(P) - Private club - Inquire locally to admission,(D) - Dancing","Bars/Clubs",NA,"9/13/2019 1:48pm","10/28/2019 9:27am",1972,"1100 Westheimer, Houston, TX",-95.3929326,29.7450093,"1100 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6272",791,"Studz News","(Books) (Film gallery & Cruisy arcade) (Opens until a.m.)","1132 W. Alabama","Houston","TX","(*) - Very popular","Book Store,Theatre,Cruising Areas","","12/6/2019 10:55am","12/16/2019 3:17pm",1978,"1132 W. Alabama, Houston, TX",-95.393,29.7387554,"1132 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6273",678,"Studz News","(Books) ( ""action "" arcade) ( 'til 4 a.m.)","1132 W. Alabama","Houston","TX","(*) - Very popular","Book Store",NA,"11/8/2019 8:00pm","11/10/2019 1:46pm",1977,"1132 W. Alabama, Houston, TX",-95.393,29.7387554,"1132 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6274",632,"Action Book Store","","4613 Mt. Vernon","Houston","TX","","Book Store",NA,"11/8/2019 7:47pm","11/10/2019 2:07pm",1977,"4613 Mt. Vernon, Houston, TX",-95.3934411,29.7310914,"4613 mt vernon st, houston, tx 77006, usa","Google Verified Location"
"6275",575,"Adult Book Store","","4613 Mt. Vernon","Houston","TX","","Book Store",NA,"11/8/2019 11:59am","11/8/2019 12:22pm",1976,"4613 Mt. Vernon, Houston, TX",-95.3934411,29.7310914,"4613 mt vernon st, houston, tx 77006, usa","Google Verified Location"
"6276",740,"Arcadia","(No booze, (PT) Game room &  'flicks ')","1200 W. Alabama","Houston","TX","(PT) - Pool Table","Bars/Clubs","","12/5/2019 6:22pm","12/18/2019 1:02pm",1978,"1200 W. Alabama, Houston, TX",-95.3937631,29.7387489,"1200 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6277",797,"Warehouse","(Books & arcade)","1201 Richmond","Houston","TX","","Book Store","","12/6/2019 10:55am","12/16/2019 2:06pm",1978,"1201 Richmond, Houston, TX",-95.3939347,29.7342557,"1201 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6278",867,"Assylum","(Books & arcade) (looks promising)","1201 Richmond","Houston","TX","","Book Store","","12/6/2019 4:02pm","12/6/2019 5:35pm",1980,"1201 Richmond, Houston, TX",-95.3939347,29.7342557,"1201 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6279",641,"Carter's Adult Library","","1201 Richmond","Houston","TX","","Book Store",NA,"11/8/2019 7:47pm","11/10/2019 2:07pm",1977,"1201 Richmond, Houston, TX",-95.3939347,29.7342557,"1201 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6280",750,"Carter's Warehouse","(Adult books)","1201 Richmond","Houston","TX","","Book Store","","10/25/2019 7:25pm","10/28/2019 9:49am",1979,"1201 Richmond, Houston, TX",-95.3939347,29.7342557,"1201 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6281",1486,"Houston Adult Library","(books)","1312 W. Alabama","Houston","TX","","Book Store","3 locations listed. Broke up into 3 separate entries.","","",1972,"1312 W. Alabama, Houston, TX",-95.395223,29.738962,"unclear_coded_by_hand","Verified Location"
"6282",507,"Storybook Book Store","","1312 W. Alabama","Houston","TX","","Book Store","","9/7/2019 10:27am","9/7/2019 10:55am",1974,"1312 W. Alabama, Houston, TX",-95.3952231,29.7389621,"1312 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6283",464,"Storybook Book Store","","1312 W. Alabama","Houston","TX","","Business,Book Store",NA,"10/1/2019 4:49pm","10/5/2019 1:15pm",1973,"1312 W. Alabama, Houston, TX",-95.3952231,29.7389621,"1312 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6284",2728,"Zither's Pub ","(Dart games) ","2301 - 1/2  Waugh at Jackson ","Houston","TX","","Bars/Clubs","","","",1978,"2301 - 1/2  Waugh at Jackson , Houston, TX",-95.395284,29.748635,"unclear_coded_by_hand","Verified Location"
"6285",163,"Annex","","1313 Westheimer","Houston","TX","","Bars/Clubs","","12/17/2019 9:52am","12/17/2019 9:52am",1975,"1313 Westheimer, Houston, TX",-95.395299,29.7433869,"1313 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6286",892,"Inside Outside","(3 bars) (YC) (D) downstairs - (E) upstairs & (Some W, SM) - at Countryside - supposedly opening adj. restaurant soon - could be a winner)","1318 Westheimer","Houston","TX","(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 5:57pm",1980,"1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6287",766,"Inside Outside","(3 bars) (downstairs-(E) upstairs & (Some, W, SM) at Countryside - next door)","1318 Westheimer","Houston","TX","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","10/25/2019 7:39pm","12/18/2019 2:56pm",1979,"1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6288",658,"Inside Outside","","1318 Westheimer","Houston","TX","(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs",NA,"11/8/2019 7:53pm","11/10/2019 2:21pm",1977,"1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6289",595,"Inside Outside","(Could be a winner)","1318 Westheimer","Houston","TX","(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs",NA,"11/8/2019 11:59am","11/8/2019 12:41pm",1976,"1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6290",761,"Inside Outside","","1318 Westheimer","Houston","TX","(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(*) - Very popular","Bars/Clubs","","12/5/2019 6:30pm","12/16/2019 3:21pm",1978,"1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6291",330,"Entree","","1322 Westheimer","Houston","TX","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs",NA,"9/13/2019 1:21pm","10/28/2019 9:27am",1972,"1322 Westheimer, Houston, TX",-95.395448,29.743847,"1322 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6292",230,"New York Club","","1322 Westheimer","Houston","TX","(P) - Private club - Inquire locally to admission,(D) - Dancing","Bars/Clubs",NA,"8/13/2019 2:17pm","8/13/2019 2:50pm",1969,"1322 Westheimer, Houston, TX",-95.395448,29.743847,"1322 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6293",869,"BP's","(Open 24 hours)","1322 Westheimer","Houston","TX","","Restaurant","","12/6/2019 4:02pm","12/6/2019 5:36pm",1980,"1322 Westheimer, Houston, TX",-95.395448,29.743847,"1322 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6294",762,"Inside Outside Country","(thru rear & next to above)","1322 Westheimer","Houston","TX","(W) - Western or coyboy types","Bars/Clubs","","12/5/2019 6:30pm","12/16/2019 3:21pm",1978,"1322 Westheimer, Houston, TX",-95.395448,29.743847,"1322 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6295",297,"New Yorker","","Westheimer nr Montrose","Houston","TX","(D) - Dancing","Bars/Clubs",NA,"8/13/2019 3:02pm","9/7/2019 11:22am",1966,"Westheimer nr Montrose, Houston, TX",-95.3958008,29.743418,"westheimer rd, houston, tx, usa","Google Verified Location"
"6296",665,"M.C.C.","","2020 Waugh Drive","Houston","TX","(MCC) M.C.C. - Metropolitan Community Church","Bars/Clubs",NA,"11/8/2019 8:00pm","11/10/2019 2:21pm",1977,"2020 Waugh Drive, Houston, TX",-95.396434,29.7498519,"2020 waugh dr, houston, tx 77006, usa","Google Verified Location"
"6297",886,"Facets","(Speciality shop)","1412 Westheimer","Houston","TX","","Business","","12/6/2019 4:02pm","12/6/2019 5:51pm",1980,"1412 Westheimer, Houston, TX",-95.3964706,29.7433092,"1412 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6298",773,"M.C.C.","","1214 Joe Annie","Houston","TX","(MCC) M.C.C. - Metropolitan Community Church","Church","","12/5/2019 6:37pm","12/16/2019 1:17pm",1978,"1214 Joe Annie, Houston, TX",-95.3965524,29.7557995,"1214 joe annie st, houston, tx 77019, usa","Google Verified Location"
"6299",900,"M.C.C.","","1214 Joe Annie","Houston","TX","","Church","","12/6/2019 4:02pm","12/6/2019 6:01pm",1980,"1214 Joe Annie, Houston, TX",-95.3965524,29.7557995,"1214 joe annie st, houston, tx 77019, usa","Google Verified Location"
"6300",776,"M.C.C.","","1214 Joe Annie","Houston","TX","","Church","","10/25/2019 7:43pm","12/18/2019 3:12pm",1979,"1214 Joe Annie, Houston, TX",-95.3965524,29.7557995,"1214 joe annie st, houston, tx 77019, usa","Google Verified Location"
"6301",1365,"Adonis News ","(Open 24 hrs.) ","1407 Richmond","Houston","TX","","Bars/Clubs","2 locations listed. Broke up into 2 separate entries.","","",1979,"1407 Richmond, Houston, TX",-95.396961,29.734133,"unclear_coded_by_hand","Verified Location"
"6302",2757,"Climax Book Store & Arcades ","","1407 Richmond & 10529 So. Post Oak ","Houston","TX","","Book Store","2 locations so this entry has been split into 2. This location is the Richmond location.","","",1978,"1407 Richmond & 10529 So. Post Oak , Houston, TX",-95.396961,29.734133,"unclear_coded_by_hand","Verified Location"
"6303",864,"Adonis News","(Open 24 hours)","1407 Richmond","Houston","TX","","Book Store","","12/6/2019 4:02pm","12/6/2019 5:33pm",1980,"1407 Richmond, Houston, TX",-95.3969614,29.7341326,"1407 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6304",444,"La Boheme","(closes 12 Midnight)","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"10/1/2019 4:41pm","10/28/2019 9:41am",1973,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6305",490,"La Boheme","(closed - supposedly re-opening)","1504 Westheimer","Houston","TX","","Bars/Clubs","","9/7/2019 9:49am","9/7/2019 10:55am",1974,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6306",225,"La Boheme","","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"8/13/2019 2:17pm","8/13/2019 2:50pm",1969,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6307",750,"Detour","","1504 Westheimer","Houston","TX","","Bars/Clubs","","12/5/2019 6:26pm","12/16/2019 3:22pm",1978,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6308",245,"La Boheme","","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"9/7/2019 2:03pm","9/8/2019 12:00am",1970,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6309",644,"Detour","","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"11/8/2019 7:53pm","11/10/2019 2:21pm",1977,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6310",583,"Detour","","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"11/8/2019 11:59am","11/8/2019 12:26pm",1976,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6311",773,"Male Boxx","","1504 Westheimer","Houston","TX","","Bars/Clubs","","10/25/2019 7:39pm","10/28/2019 10:06am",1979,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6312",165,"Detour","","1504 Westheimer","Houston","TX","","Bars/Clubs","","12/17/2019 9:52am","12/17/2019 9:52am",1975,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6313",877,"Buns","","1504 Westheimer","Houston","TX","","Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 5:48pm",1980,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6314",264,"La Boheme","","1504 Westheimer","Houston","TX","","Bars/Clubs","","8/31/2019 11:17am","8/31/2019 11:50am",1971,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6315",338,"La Boheme","(closes 12 midnight)","1504 Westheimer","Houston","TX","","Bars/Clubs",NA,"9/13/2019 1:39pm","10/28/2019 9:27am",1972,"1504 Westheimer, Houston, TX",-95.397236,29.743007,"1504 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6316",795,"Universal Adult Books","","1437 W. Alabama","Houston","TX","","Book Store","","12/6/2019 10:55am","12/16/2019 2:06pm",1978,"1437 W. Alabama, Houston, TX",-95.3972448,29.7384143,"1437 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6317",1657,"Houston Adult Library","(books)","1203 Waugh Drive","Houston","TX","","Book Store","3 locations listed. Broke up into 3 separate entries.","","",1972,"1203 Waugh Drive, Houston, TX",-95.39778,29.756065,"unclear_coded_by_hand","Verified Location"
"6318",681,"Ursula","(Many G)","1512 W. Alabama","Houston","TX","""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs",NA,"11/8/2019 8:04pm","12/18/2019 12:30pm",1977,"1512 W. Alabama, Houston, TX",-95.3980863,29.7389359,"1512 w alabama st, houston, tx 77006, usa","Google Verified Location"
"6319",615,"Side Street","","1534 Westheimer","Houston","TX","","Restaurant",NA,"11/8/2019 11:59am","11/8/2019 12:39pm",1976,"1534 Westheimer, Houston, TX",-95.3982089,29.7427983,"1534 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6320",909,"Our Place","('Mixed bag')","1419 Richmond","Houston","TX","(*) - Very popular","Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 6:07pm",1980,"1419 Richmond, Houston, TX",-95.3982614,29.734059,"1419 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6321",783,"Our Place","","1419 Richmond","Houston","TX","(*) - Very popular","Bars/Clubs","","12/6/2019 10:55am","12/16/2019 3:21pm",1978,"1419 Richmond, Houston, TX",-95.3982614,29.734059,"1419 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6322",785,"Our Place","( 'Mixed bag ')","1419 Richmond","Houston","TX","(*) - Very popular","Bars/Clubs","","10/25/2019 7:43pm","10/28/2019 10:06am",1979,"1419 Richmond, Houston, TX",-95.3982614,29.734059,"1419 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6323",791,"Somewhere","(Open 24 hrs. *)","1525 Westheimer","Houston","TX","(E) - Entertainment,(*) - Very popular","Restaurant","","10/25/2019 7:43pm","12/18/2019 2:58pm",1979,"1525 Westheimer, Houston, TX",-95.3986794,29.7425879,"1525 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6324",888,"Front Runner","(open 24 hours)","1525 Westheimer","Houston","TX","","Restaurant","","12/6/2019 4:02pm","12/6/2019 5:55pm",1980,"1525 Westheimer, Houston, TX",-95.3986794,29.7425879,"1525 westheimer rd, houston, tx 77006, usa","Google Verified Location"
"6325",603,"M.C.C.","","220 Waugh Dr.","Houston","TX","","Church",NA,"11/8/2019 11:59am","11/8/2019 12:33pm",1976,"220 Waugh Dr., Houston, TX",-95.3987974,29.7625055,"220 waugh dr, houston, tx 77007, usa","Google Verified Location"
"6326",139,"Red Feather","","1525 Richmond","Houston","TX","(*) - Very popular","Bars/Clubs",NA,"8/19/2019 12:56am","9/7/2019 2:21pm",1965,"1525 Richmond, Houston, TX",-95.3988182,29.7341195,"1525 richmond ave, houston, tx 77006, usa","Google Verified Location"
"6327",235,"Rock's 3412","","3412 W. Dallas","Houston","TX","""(G) - Girls, but rarely exclusively"",(P) - Private club - Inquire locally to admission","Bars/Clubs",NA,"8/13/2019 2:17pm","8/13/2019 2:50pm",1969,"3412 W. Dallas, Houston, TX",-95.4015368,29.7570913,"3412 w dallas st, houston, tx 77019, usa","Google Verified Location"
"6328",674,"Rocky's","","3414 W. Dallas","Houston","TX","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs",NA,"11/8/2019 8:00pm","11/10/2019 2:21pm",1977,"3414 W. Dallas, Houston, TX",-95.4016834,29.7573279,"3414 w dallas st, houston, tx 77019, usa","Google Verified Location"
"6329",912,"Q.- 1 Leather","","2608 Dunlavy","Houston","TX","","Bars/Clubs","","12/6/2019 4:02pm","12/6/2019 6:07pm",1980,"2608 Dunlavy, Houston, TX",-95.402228,29.7424095,"2608 dunlavy st, houston, tx 77006, usa","Google Verified Location"
"6330",920,"The Bookstore","","1728 Bissonnet","Houston","TX","","Book Store","","12/6/2019 4:02pm","12/6/2019 6:39pm",1980,"1728 Bissonnet, Houston, TX",-95.4032609,29.7258918,"1728 bissonnet st, houston, tx 77098, usa","Google Verified Location"
"6331",793,"The Bookstore","","1728 Bissonnet","Houston","TX","","Book Store","","10/25/2019 7:43pm","10/28/2019 9:49am",1979,"1728 Bissonnet, Houston, TX",-95.4032609,29.7258918,"1728 bissonnet st, houston, tx 77098, usa","Google Verified Location"
"6332",662,"Locker","(Use rear entrance - leather &  ""toy "" shop)","1732 Westheimer","Houston","TX","(W) - Western or coyboy types,(PT) - Pool Table,(*) - Very popular","Bars/Clubs",NA,"11/8/2019 8:00pm","11/10/2019 2:21pm",1977,"1732 Westheimer, Houston, TX",-95.4035421,29.7428851,"1732 westheimer rd, houston, tx 77098, usa","Google Verified Location"
"6333",771,"Locker","(Cruisy) (Patio) (Leather & toy shop) (use side entrance)","1732 Westheimer","Houston","TX","(*) - Very popular,(W) - Western or coyboy types,(PT) - Pool Table","Cruising Areas,Business","","10/25/2019 7:39pm","12/18/2019 2:55pm",1979,"1732 Westheimer, Houston, TX",-95.4035421,29.7428851,"1732 westheimer rd, houston, tx 77098, usa","Google Verified Location"
"6334",601,"Locker","(Use rear entrance)","1732 Westheimer","Houston","TX","(W) - Western or coyboy types","Bars/Clubs",NA,"11/8/2019 11:59am","11/8/2019 12:41pm",1976,"1732 Westheimer, Houston, TX",-95.4035421,29.7428851,"1732 westheimer rd, houston, tx 77098, usa","Google Verified Location"
