"","ID","title","description","streetaddress","city","state","amenityfeatures","type","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress","Status"
"2696",201,"Denny's","","102 Parker","Tampa","FL","(M) - Mixed or partially straight,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant",NA,"11/7/2019 9:58am","11/8/2019 1:40pm",1976,"102 Parker, Tampa, FL",-82.4613098,27.9458551,"102 s parker st, tampa, fl 33606, usa","Google Verified Location"
"2697",866,"Denny's","","102 Parker","Tampa","FL","(M) - Mixed or partially straight,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"102 Parker, Tampa, FL",-82.4613098,27.9458551,"102 s parker st, tampa, fl 33606, usa","Google Verified Location"
"2698",263,"Denny's","","102 Parker","Tampa","FL","(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks, juices and snacks"",(AH) - After Hours","Restaurant","","12/3/2019 12:26pm","12/16/2019 1:17pm",1978,"102 Parker, Tampa, FL",-82.4613098,27.9458551,"102 s parker st, tampa, fl 33606, usa","Google Verified Location"
"2699",3161,"Quail's Nest","(No booze)","State Rte, 119","Zebulon","KY","(M) - Mixed Crowds - Some Straights","Restaurant","","","",1980,"State Rte, 119, Zebulon, KY",-82.466538,37.533434,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2700",267,"Carousel","","1806 W. Platt St","Tampa","FL","(*) - Very popular","Bars/Clubs",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"1806 W. Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2701",197,"Carousel","($1.50 min.)(Disco)","1806 W. Platt","Tampa","FL","(B) - Blacks frequent,(YC) - Young and/or collegiate types,(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs",NA,"11/7/2019 9:58am","11/8/2019 1:40pm",1976,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2702",271,"Carousel","(Disco) (Some G)","1806 W. Platt","Tampa","FL","(*) - Very popular,(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs","","10/22/2019 7:41am","10/28/2019 10:06am",1979,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2703",771,"Carousel","(Disco) ($1.50 minimum)","1806 W. Platt","Tampa","FL","(YC) - Young and/or collegiate types,(HIP) - Heads frequent,""(G) - Girls, but seldom exclusively"",(B) - Blacks frequent,(*) - Very popular,(D) - Dancing","Bars/Clubs","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2704",98,"Carousel","","1806 W. Platt St.","Tampa","FL","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs",NA,"9/4/2019 3:58pm","9/7/2019 1:47pm",1970,"1806 W. Platt St., Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2705",48,"Carousel","","1806 W Platt St","Tampa","FL","(*) - Very popular","Bars/Clubs",NA,"8/14/2019 12:23am","9/7/2019 2:21pm",1965,"1806 W Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2706",259,"Carousel","(Disco) (Looking up again)","1806 W. Platt","Tampa","FL","""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing","Bars/Clubs","","12/3/2019 12:25pm","12/18/2019 1:24pm",1978,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2707",113,"Carousel","(50¢ adm. Weekends)","1806 W. Platt St.","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:27am",1972,"1806 W. Platt St., Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2708",104,"Carousel","($.50 adm. weekends)","1806 W. Platt St.","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","8/30/2019 9:09am","8/30/2019 9:35am",1971,"1806 W. Platt St., Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2709",165,"Carousel","($1 admission weekends)","1806 W. Platt St","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"1806 W. Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2710",169,"Carousel","($1.00 adm. Wkends)","1806 W. Platts St.","Tampa","FL","(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"9/25/2019 7:50am","10/28/2019 9:41am",1973,"1806 W. Platts St., Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2711",326,"Carousel","","1806 W. Platt","Tampa","FL","""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:28pm",1980,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2712",74,"Carousel","","1806 W Platt St","Tampa","FL","(*) - Very popular","Bars/Clubs",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"1806 W Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2713",86,"Carousel","","1806 W. Platt St","Tampa","FL","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",NA,"8/13/2019 8:32am","8/13/2019 12:04pm",1969,"1806 W. Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa","Google Verified Location"
"2714",87,"Cujojo's","","1725 W. Kennedy","Tampa","FL","""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds","Bars/Clubs",NA,"8/13/2019 8:32am","8/13/2019 12:04pm",1969,"1725 W. Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2715",334,"Old Plantation","(Disco)","1725 W. Kennedy Blvd.","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:52pm",1980,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2716",99,"Cucujo's","","1725 W. Kennedy","Tampa","FL","""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds","Bars/Clubs",NA,"9/4/2019 3:58pm","9/7/2019 1:47pm",1970,"1725 W. Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2717",222,"Cucujo's","(S-WE-$1.00 adm.)","1725 West Kennedy Boulevard","Tampa","FL","""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs",NA,"11/7/2019 3:21pm","11/10/2019 2:21pm",1977,"1725 West Kennedy Boulevard, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2718",268,"Jimmy White's","","1725 W. Kennedy","Tampa","FL","""(G) - Girls, but seldom exclusively""","Bars/Clubs",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"1725 W. Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2719",171,"Cucujo's","","1725 W. Kennedy Blvd.","Tampa","FL","(M) - Mixed Crowds,""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",NA,"9/25/2019 7:51am","10/28/2019 9:41am",1973,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2720",167,"Cucujo's","","1725 W. Kennedy Bl.","Tampa","FL","(M) - Mixed Crowds,""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"1725 W. Kennedy Bl., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2721",49,"Jimmy White's","","1725 W Kennedy","Tampa","FL","""(G) - Girls, but seldom exclusively""","Bars/Clubs",NA,"8/14/2019 12:23am","9/7/2019 2:21pm",1965,"1725 W Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2722",200,"Cucujo's","($1.00 cover charge)","1725 W. Kennedy Blvd","Tampa","FL","""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(WE) - Weekends","Bars/Clubs",NA,"11/7/2019 9:58am","11/8/2019 1:40pm",1976,"1725 W. Kennedy Blvd, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2723",274,"Cucujo's","(S - WE - Adm.)","1725 W. Kennedy Blvd.","Tampa","FL","(OC) - Older/More Mature Crowd,""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) - Weekends","Bars/Clubs","","10/22/2019 7:41am","12/18/2019 3:32pm",1979,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2724",262,"Cucujo ' s","(S-WE-Adm.)","1725 W. Kennedy Blvd.","Tampa","FL","""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) - Weekends","Bars/Clubs","","12/3/2019 12:26pm","12/18/2019 1:23pm",1978,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2725",75,"Jimmy White's","","1725 W Kennedy","Tampa","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"1725 W Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2726",736,"Cucujo's","($1.00 cover weekends)","1725 W. Kennedy Blvd.","Tampa","FL","(M) - Mixed or partially straight,""(G) - Girls, but seldom exclusively"",(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular","Bars/Clubs","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2727",105,"Cucujo's","","1725 W. Kennedy Blvd.","Tampa","FL","""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds","Bars/Clubs","","8/30/2019 9:09am","8/30/2019 9:50am",1971,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2728",114,"Cucujo's","","1725 W. Kennedy Blvd.","Tampa","FL","""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds","Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:27am",1972,"1725 W. Kennedy Blvd., Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2729",227,"Kennedy Adult Cinema & Book
  Store","","1729 West Kennedy","Tampa","FL","","Theatre,Book Store",NA,"11/7/2019 3:21pm","11/10/2019 2:04pm",1977,"1729 West Kennedy, Tampa, FL",-82.4782293,27.9449614,"1729 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2730",265,"Kennedy Book Nook","","1729 W. Kennedy Blvd.","Tampa","FL","","Book Store","","12/3/2019 12:26pm","12/16/2019 2:58pm",1978,"1729 W. Kennedy Blvd., Tampa, FL",-82.4782293,27.9449614,"1729 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2731",271,"Trophy Room","(Some G, B)","1908 W. Kennedy Blvd.","Tampa","FL","(M) - Mixed - Some Straights,""(G) - Girls/Ms, but seldom exclusively"",(B) - Blacks frequent","Bars/Clubs","","12/3/2019 12:26pm","12/18/2019 1:23pm",1978,"1908 W. Kennedy Blvd., Tampa, FL",-82.4795422,27.9445046,"1908 w kennedy blvd, tampa, fl 33606, usa","Google Verified Location"
"2732",2818,"
  Ballast Pt.
  ","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1978,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2733",2271,"
  Ballast Point
  ","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1977,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2734",1604,"Horney Bull","(Thurs.-Sun. only -  'tennie boppers)","1000-A Florida Ave. ","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Bars/Clubs","","","",1973,"1000-A Florida Ave. , Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2735",2659,"Ballast Point","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1975,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2736",1155,"Ballast Pt. ","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1979,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2737",1530,"Ballast Point","","","Tampa","FL","Cruisy Areas","Cruising Areas","","","",1973,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2738",49,"Ballast Point","","","Tampa","FL","Cruisy Area","Cruising Areas","","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2739",3120,"Ballast Pt.","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1980,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2740",2053,"Ballast Point","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1976,", Tampa, FL",-82.481484,27.888079,"unclear_coded_by_hand","Verified Location"
"2741",218,"Blue
  Mirror Lounge","(Maybe changing name)","305 South Howard","Tampa","FL","","Bars/Clubs",NA,"11/7/2019 3:20pm","11/10/2019 2:21pm",1977,"305 South Howard, Tampa, FL",-82.4829838,27.9415431,"305 s howard ave, tampa, fl 33606, usa","Google Verified Location"
"2742",229,"Rene's","(Disco) ($1.50 minimum)","2605 West Kennedy","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"11/7/2019 3:21pm","11/10/2019 2:21pm",1977,"2605 West Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2743",774,"Rene's","(Disco) ($1.50 minimum weekends)","2605 W. Kennedy","Tampa","FL","(YC) - Young and/or collegiate types,(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2744",173,"Rene's","","2605 W. Kennedy","Tampa","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2745",175,"Rene's","","2605 W. Kennedy Blvd.","Tampa","FL","(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"9/25/2019 7:55am","10/28/2019 9:41am",1973,"2605 W. Kennedy Blvd., Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2746",280,"Rene's","(Disco)","2605 W. Kennedy Bl.","Tampa","FL","(*) - Very popular,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","10/22/2019 7:49am","10/28/2019 10:06am",1979,"2605 W. Kennedy Bl., Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2747",270,"Rene's","(Disco) (Some G)","2605 W. Kennedy Blvd.","Tampa","FL","(*) - Very popular,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(YC) - Young and/or collegiate types,""(G) - Girls/Ms, but seldom exclusively""","Bars/Clubs","","12/3/2019 12:26pm","12/18/2019 1:23pm",1978,"2605 W. Kennedy Blvd., Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2748",335,"Rene's","(Disco)","2605 W. Kennedy","Tampa","FL","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:52pm",1980,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2749",336,"Trade Boutique","at Rene's","2605 W. Kennedy","Tampa","FL","(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:52pm",1980,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2750",206,"Rene's","($1.50 min WE)","2605 W. Kennedy","Tampa","FL","(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"11/7/2019 11:01am","11/8/2019 1:40pm",1976,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2751",172,"Metropolitan Community Church","","2904 Concordia","Tampa","FL","","Church","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"2904 Concordia, Tampa, FL",-82.4983922,27.9202884,"2904 s concordia ave, tampa, fl 33629, usa","Google Verified Location"
"2752",277,"M.C.C.","","2904 Concordia Ave.","Tampa","FL","M.C.C. - Metropolitan Community Church","Church","","10/22/2019 7:41am","10/28/2019 10:00am",1979,"2904 Concordia Ave., Tampa, FL",-82.4983922,27.9202884,"2904 s concordia ave, tampa, fl 33629, usa","Google Verified Location"
"2753",268,"M.C.C.","","2904 Concordia Ave.","Tampa","FL","(MCC) M.C.C. - Metropolitan Community Church","Church","","12/3/2019 12:26pm","12/16/2019 1:17pm",1978,"2904 Concordia Ave., Tampa, FL",-82.4983922,27.9202884,"2904 s concordia ave, tampa, fl 33629, usa","Google Verified Location"
"2754",332,"M.C.C","","2904 Concordia Ave.","Tampa","FL","","Church","","9/15/2019 11:16am","9/15/2019 9:50pm",1980,"2904 Concordia Ave., Tampa, FL",-82.4983922,27.9202884,"2904 s concordia ave, tampa, fl 33629, usa","Google Verified Location"
"2755",164,"Book Exchange","","3928 W. Kennedy","Tampa","FL","","Book Store","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"3928 W. Kennedy, Tampa, FL",-82.5094161,27.9447545,"3928 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2756",168,"Book Exchange","","3928 W. Kennedy","Tampa","FL","","Business,Book Store",NA,"9/25/2019 7:48am","10/5/2019 1:14pm",1973,"3928 W. Kennedy, Tampa, FL",-82.5094161,27.9447545,"3928 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2757",219,"Book Exchange","","3928 W. Kennedy","Tampa","FL","","Book Store",NA,"11/7/2019 3:21pm","11/10/2019 2:04pm",1977,"3928 W. Kennedy, Tampa, FL",-82.5094161,27.9447545,"3928 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2758",196,"Book Exchange","","3928 Kennedy","Tampa","FL","","Book Store",NA,"11/7/2019 9:58am","11/8/2019 1:40pm",1976,"3928 Kennedy, Tampa, FL",-82.5094161,27.9447545,"3928 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2759",894,"Book Exchange","","3928 W. Kennedy","Tampa","FL","","Book Store","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"3928 W. Kennedy, Tampa, FL",-82.5094161,27.9447545,"3928 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2760",163,"Kork  'n Kettle","(U.S. Hwy 41)","7603 S. Tamiami Trail","Sarasota","FL","(*) - Very popular","Bars/Clubs",NA,"9/25/2019 7:48am","10/28/2019 9:41am",1973,"7603 S. Tamiami Trail, Sarasota, FL",-82.5096645,27.2438779,"7603 s tamiami trail, sarasota, fl 34231, usa","Google Verified Location"
"2761",158,"Kork 'n' Kettle","","7603 S. Tamiana Trail","Sarasota","FL","(*) - Very popular","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"7603 S. Tamiana Trail, Sarasota, FL",-82.5096645,27.2438779,"7603 s tamiami trail, sarasota, fl 34231, usa","Google Verified Location"
"2762",109,"Kork n ' Kettle","(U.S. 41)","7603 S. Tamiami Trail","Sarasota","FL","","Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:27am",1972,"7603 S. Tamiami Trail, Sarasota, FL",-82.5096645,27.2438779,"7603 s tamiami trail, sarasota, fl 34231, usa","Google Verified Location"
"2763",869,"Poor Boy Sandwich Shop","(No booze - after hours)","6575 Gateway Ave.","Sarasota","FL","(P) - Private club - Inquire locally to admission,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"6575 Gateway Ave., Sarasota, FL",-82.5161098,27.2601801,"6575 gateway ave, sarasota, fl 34231, usa","Google Verified Location"
"2764",160,"Poor Boy Sandwich Shop","(no booze -- after hours)","6575 Gateway Ave.","Sarasota","FL","(P) - Private club - Inquire locally to admission,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"6575 Gateway Ave., Sarasota, FL",-82.5161098,27.2601801,"6575 gateway ave, sarasota, fl 34231, usa","Google Verified Location"
"2765",330,"4427 Club","(Margie's)","4427 W. Kennedy","Tampa","FL","""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing,(*) - Very popular","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:41pm",1980,"4427 W. Kennedy, Tampa, FL",-82.5193707,27.9451293,"4427 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2766",169,"Golden Anchor","","4504 W. Kennedy Blvd","Tampa","FL","(M) - Mixed Crowds","Bars/Clubs","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"4504 W. Kennedy Blvd, Tampa, FL",-82.5205283,27.9444828,"4504 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2767",172,"Golden Anchor","","4504 W. Kennedy Blvd.","Tampa","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"9/25/2019 7:51am","10/28/2019 9:41am",1973,"4504 W. Kennedy Blvd., Tampa, FL",-82.5205283,27.9444828,"4504 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2768",106,"Golden Anchor","","4504 W. Kennedy Blvd","Tampa","FL","(M) - Mixed Crowds","Bars/Clubs","","8/30/2019 9:09am","8/30/2019 9:50am",1971,"4504 W. Kennedy Blvd, Tampa, FL",-82.5205283,27.9444828,"4504 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2769",115,"Golden Anchor","","4504 W. Kennedy Blvd.","Tampa","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"9/12/2019 6:59am","10/28/2019 9:27am",1972,"4504 W. Kennedy Blvd., Tampa, FL",-82.5205283,27.9444828,"4504 w kennedy blvd, tampa, fl 33609, usa","Google Verified Location"
"2770",89,"Body Shop","","14 S. Lune Ave.","Sarasota","FL","(*) - Very popular","Bars/Clubs",NA,"9/4/2019 3:58pm","9/7/2019 1:47pm",1970,"14 S. Lune Ave., Sarasota, FL",-82.5244604,27.3361372,"14 s lime ave, sarasota, fl 34237, usa","Google Verified Location"
"2771",108,"Body Shop","","14 S. Lime Ave.","Sarasota","FL","(D) - Dancing,(P) - Private club - Inquire locally to admission,(*) - Very popular","Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:27am",1972,"14 S. Lime Ave., Sarasota, FL",-82.5244604,27.3361372,"14 s lime ave, sarasota, fl 34237, usa","Google Verified Location"
"2772",98,"Body Shop","","14 S. Lime Ave","Sarasota","FL","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs","","8/30/2019 9:09am","8/30/2019 9:35am",1971,"14 S. Lime Ave, Sarasota, FL",-82.5244604,27.3361372,"14 s lime ave, sarasota, fl 34237, usa","Google Verified Location"
"2773",162,"Body Shop","","14 S. Lime Ave.","Sarasota","FL","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"9/25/2019 7:47am","10/28/2019 9:41am",1973,"14 S. Lime Ave., Sarasota, FL",-82.5244604,27.3361372,"14 s lime ave, sarasota, fl 34237, usa","Google Verified Location"
"2774",250,"Stinger's","(Snacks)","2257 Ringling Blvd.","Sarasota","FL","(*) - Very popular","Restaurant","","12/3/2019 12:21pm","12/16/2019 1:18pm",1978,"2257 Ringling Blvd., Sarasota, FL",-82.5251685,27.3359262,"2257 ringling blvd, sarasota, fl 34237, usa","Google Verified Location"
"2775",2873,"
  Asheville Mall
  ","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1978,", Asheville, NC",-82.526651,35.580568,"unclear_coded_by_hand","Verified Location"
"2776",3215,"Asheville Mall","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1980,", Asheville, NC",-82.526651,35.580568,"unclear_coded_by_hand","Verified Location"
"2777",1206,"Asheville Mall","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1979,", Asheville, NC",-82.526651,35.580568,"unclear_coded_by_hand","Verified Location"
"2778",1477,"Horne's Motel Bar ","","Tunnel Rd.","Asheville","NC","(M) - Mixed Crowds","Hotels,Bars/Clubs","","","",1972,"Tunnel Rd., Asheville, NC",-82.527871,35.587835,"unclear_coded_by_hand","Verified Location"
"2779",1585,"Horne's Motel Bar","","Tunnel Rd.","Asheville","NC","(M) - Mixed Crowds","Bars/Clubs,Hotels","","","",1973,"Tunnel Rd., Asheville, NC",-82.527871,35.587835,"unclear_coded_by_hand","Verified Location"
"2780",102,"Horne's Motel Bar","","","Asheville","NC","(M) - Mixed Crowds","Bars/Clubs,Hotels","Approximate location. See http://www.highwayhost.org/Hornes/Locations/NorthCarolina/Asheville/asheville1.htm for images of the hotel from postcards and brochures.","9/7/2019 10:46am","9/7/2019 1:18pm",1974,", Asheville, NC",-82.527871,35.587835,"unclear_coded_by_hand","Verified Location"
