ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
205,Ronnie's Bamboo Room,,219 N. Frazier,Conroe,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
206,Maison Rouge,,1009 Santa Fe,Corpus Christi,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
207,Atlantis,,2116 N. Field at Cedar Spgs.,Dallas,TX,"(*) - Very popular,(YC) - Young and/or collegiate types",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
208,Bev's,,4737 Maple Ave.,Dallas,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
210,Gallery One,,3113 Live Oak,Dallas,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
211,Gene's Music Box,(afer hours (C) weekends),307 S. Akard,Dallas,TX,"(RT) - 'Raunchy types' - downtown type places - often hustlers,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
212,Jeno's Lounge,,4818 Gaston,Dallas,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
213,Lil' Tiff's,,2906 N. Henderson,Dallas,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
214,Lone Star Drive In,(after hours),6412 Lemmon,Dallas,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
215,Swinger ,,4419 Live Oak,Dallas,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
216,Tara Club,,2121 Field,Dallas,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
217,That Joint,,3307 McKinney,Dallas,TX,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
218,Trio Coffee Shop,"(after hours) nr. Lemmon
",3541 McKinney ,Dallas,TX,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
219,Trumpet Lounge,,6400 Forest Lane,Dallas,TX,(M) - Mixed Crowds,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
220,Villa Fontana,near  Live Oak,1315 Skiles,Dallas,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
221,Circus Club,(bet. Mills & Oregon),110 Sheldon,El Paso,TX,(M) - Mixed Crowds,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
222,Club Diamond Lil,(semi private),100 N. Florence at Magoffin,El Paso,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
223,Club Pigalle,,613 E. San Antonio,El Paso,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
224,Le Milord,,315 S. Kansas,El Paso,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
226,Voyager Lounge,,112 W. San Antonio,El Paso,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
229,The Bar (Littke Augie's),,3026 W. Lancaster,Ft. Worth,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
230,Kon Tiki,,215 19th St.,Galveston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
232,Scarlet Angel,,213 22nd St.,Galveston,TX,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
234,Ali Baba,"(Old Market Sq)
",823 Congress,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,9/7/2019 2:03pm,9/7/2019 11:59pm
235,Apartment,,3603 Sandman,Houston,TX,"(YC) - Young and/or collegiate types,(P) - Private club - Inquire locally to admission,(D) - Dancing,""(G) - Girls, but rarely exclusively"",(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
236,Art Wren's,(After hours),616 Westheimer,Houston,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
237,Athens,(Waterfront Docks),8037 Clinton Dr. ,Houston,TX,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
238,Balcony Club,,1809 Louisiana,Houston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
239,Blue Star,(After hours),800 Elgin,Houston,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
240,Exile,,1011 Bell,Houston,TX,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
242,Galleon,,2720 Richmond,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
243,Gold Room,,2802 Austin,Houston,TX,"(B) - Blacks predominate,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
244,Hunting Horn,,932 W. Gray,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
245,La Boheme,,1504 Westheimer,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
246,La Caja,(especially back patio. very good Sunday afternoons),1104 Tuam,Houston,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
247,La Carafe,(Old Market Sq.),813 Congress,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
248,Les Quatre Saisons,(Four Seasons) (Old Market Sq.),316 Milam,Houston,TX,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
249,Moulin Rouge,(Old Market Sq.),308 Milam,Houston,TX,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
250,Pink Elephant,,1218 Leeland,Houston,TX,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
251,Plantantion Club,,1940 W. Gray,Houston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
252,Red Room,,612 Hadley,Houston,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
253,Roaring 60's,,2305 Shepherd,Houston,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
254,Round Table,,507 Westheimer,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
255,Seagull,,1003 California,Houston,TX,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,9/7/2019 2:03pm,9/8/2019 12:00am
256,Slim's Lounge,,2923 Main St.,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
257,Surf,(Best Sunday Afternoons),2909 Main,Houston,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
258,Tiffany's ,(Old Market Sq.),311 Travis,Houston,TX,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
259,Tradewinds,,706 Elgin,Houston,TX,(M) - Mixed Crowds,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
260,Regency Country Club,(off Hwy 59),15312 Lee Road,Humble,TX,,Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
261,Duffy's,,5 So. 16th St.,McAllen,TX,"(*) - Very popular,(M) - Mixed Crowds",Bars/Clubs,,,9/7/2019 2:03pm,9/8/2019 12:00am
263,Friendly Lounge,,106 E. Hwy.,McAllen,TX,,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
264,Club Samoa,,3404 Wall,Midland,TX,(M) - Mixed Crowds,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
267,Arena Club,,3123 Broadway,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
268,Buddha Lounge,,2315 San Pedrom,San Antonio,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
269,Cork Room,,411 N. St. Mary's,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
270,El Jardin,,106 Navarro,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
271,Mary Ellan's,,139 Fredericksburg Rd.,San Antonio,TX,,Bars/Clubs,,,9/7/2019 11:53pm,9/8/2019 12:00am
274,Louise's Lounge,,inquire locally,Victoria,TX,,,,,9/7/2019 11:53pm,9/8/2019 12:05am
275,Dale's Blue Lounge,,1606 Lamar,Wichita Falls,TX,(M) - Mixed Crowds,,,,9/7/2019 11:53pm,9/8/2019 12:05am
276,Office,,800 Travis,Wichita Falls,TX,"(*) - Very popular,(M) - Mixed Crowds",,,,9/7/2019 11:53pm,9/8/2019 12:05am
277,Pine Tree Cafe,,inquire locally,Willis,TX,(M) - Mixed Crowds,,,,9/7/2019 11:53pm,9/8/2019 12:05am
278,Raven Room,,Rt. 29 N.,Charlottesville,VA,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds",,,,9/7/2019 11:53pm,9/8/2019 12:12am
280,Continental,,111 W. Tazewell,Norfolk,VA,(*) - Very popular,,,,9/8/2019 12:00am,9/8/2019 12:12am
281,Ritz Bar,,135 Brooke,Norfolk,VA,"(*) - Very popular,(YC) - Young and/or collegiate types",,,,9/8/2019 12:01am,9/8/2019 12:12am
282,Tiger Lounge,,7726 Hampton,Norfolk,VA,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",,,,9/8/2019 12:10am,12/7/2019 2:03pm
283,Tradewinds,,717 Franklin Rd. S.W. ,Roanoke,VA,"(M) - Mixed Crowds,""(G) - Girls, but rarely exclusively""",,,,9/8/2019 12:10am,9/8/2019 12:13am
