ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
17,Jet Star,,3413 S. Memorial Parkway,Huntsville,AL,(*) - Very popular,Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 7:35am
19,Goldenrod Social Club,(Weekends)*,155 Government St.,Mobile,AL,"(YC) - Young and/or collegiate types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 7:41am
20,Princess House Lounge,"(some (RT)(B)(G)(S))
",254 Government St.,Mobile,AL,"(M) - Mixed or partially straight,(*) - Very popular,(D) - Dancing,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(B) - Blacks frequent,""(G) - Girls, but seldom exclusively"",(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 7:41am
22,Exchange Hotel Bar,,5 Commerce St.,Montgomery,AL,(M) - Mixed or partially straight,"Bars/Clubs,Hotels",,,11/11/2019 7:28am,11/11/2019 8:28am
24,Chucker's,,2121 6th St.,Tuscaloosa,AL,"(M) - Mixed or partially straight,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 7:41am
26,Stafford Hotel Bar,(downstairs),3209 9th St.,Tuscaloosa,AL,(M) - Mixed or partially straight,"Hotels,Bars/Clubs",,,11/11/2019 7:28am,11/11/2019 7:41am
28,George's Lounge,,519 W. Dickson,Fayetteville,AR,"(M) - Mixed or partially straight,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:28am,11/18/2019 8:10am
31,Mollie's,,360 Central Ave,Hot Springs,AR,"(M) - Mixed or partially straight,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Bars/Clubs,,,11/11/2019 7:28am,11/18/2019 8:10am
32,Peacock Lounge,,220 Central Ave,Hot Springs,AR,,Bars/Clubs,,,11/11/2019 7:28am,11/18/2019 8:10am
33,Royal Lion Club,(Some G) (Open Th-F-S only),236 Quachita Ave,Hot Springs,AR,"(P) - Private club - Inquire locally to admission,(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,11/11/2019 7:28am,11/18/2019 8:10am
39,Rosebud,,1609 W. Howard Ave.,Biloxi,MS,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 8:03am
44,Side Door,(some G) (was closed but reopening with a new name),4312 Hewes Ave.,Gulfport,MS,,Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 8:03am
45,Holiday Inn Bar,,900 Broadway Dr.,Hattiesburg,MS,(M) - Mixed or partially straight,"Hotels,Bars/Clubs",,,11/11/2019 7:28am,11/11/2019 7:59am
46,Downtowner,,225 E. Capitol,Jackson,MS,"(M) - Mixed or partially straight,(HOT) - Hot means dangerous . . . fuzz . . . not 'in' as in the current vernacular","Hotels,Bars/Clubs",,,11/11/2019 7:28am,11/11/2019 8:03am
47,Mae's Cabaret,"(Open 8pm, Thur-Fri-Sat only)",4714 Hw. 49 N.,Jackson,MS,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(BYOB) - Bring your own bottle,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 8:04am
48,Raincheck Lounge,"(some G) (open again - regaining popularity. Opens 8pm, closed mondays)",1905 W. Northside Dr.,Jackson,MS,"(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 8:04am
50,Holiday Inn Bar,,400 N. Lamar,Oxford,MS,(M) - Mixed or partially straight,"Hotels,Bars/Clubs",,,11/11/2019 7:28am,11/11/2019 8:01am
51,Castaways,,310 Ingalles Ave.,Pascagoula,MS,(M) - Mixed or partially straight,Bars/Clubs,,,11/11/2019 7:28am,11/11/2019 8:04am
56,Downtowner Motel Bar,,1313 Walnut St.,Vicksberg,MS,"(M) - Mixed or partially straight,(*) - Very popular","Hotels,Bars/Clubs",,,11/11/2019 7:54am,11/11/2019 8:02am
57,B.J.'s,,80 Asheland Ave.,Asheville,NC,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:09am
60,Athens,,101 N. Independence,Charlotte,NC,"(M) - Mixed or partially straight,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,11/11/2019 7:54am,11/11/2019 8:19am
61,Club Charlotte Baths,,1013 W. Morehead,Charlotte,NC,(*) - Very popular,Baths,,,11/11/2019 7:54am,11/11/2019 8:19am
62,Honey's Brass Rail,,105 W. Moreland,Charlotte,NC,(*) - Very popular,Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
63,Krusba ,(sign says 825),825 W. Morehead,Charlotte,NC,(D) - Dancing,Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
64,Oleen's Lounge,,1831 South Blvd,Charlotte,NC,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
65,Scorpio Lounge,(some G),4316 S. Tryon St.,Charlotte,NC,"(YC) - Young and/or collegiate types,(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
72,Hi Hat Lounge,,446 E. Russell St.,Fayetteville,NC,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
73,Tap Room,Prince Charles Hotel,430 Hay St.,Fayetteville,NC,"(M) - Mixed or partially straight,(*) - Very popular","Hotels,Bars/Clubs",,,11/11/2019 7:54am,11/11/2019 8:19am
76,General Greene Bar,,253 N. Greene St.,Greensboro,NC,(M) - Mixed or partially straight,Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
78,Pied Piper Lounge,(Lawndale Shopping Center)(some G),2132 Lawndale Dr.,Greensboro,NC,"(M) - Mixed or partially straight,(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,11/11/2019 7:54am,11/11/2019 8:19am
79,Renaissance,,2130 Lawndale Dr.,Greensboro,NC,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/11/2019 8:07am,11/11/2019 8:19am
81,Parker's News Stand,(Books),117 E. Green St.,High Point,NC,,Book Store,,,11/11/2019 8:07am,11/11/2019 8:08am
82,Mouse Trap,,1622 Glenwood Ave.,Raleigh,NC,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/11/2019 8:07am,11/11/2019 8:19am
84,Club One-Ten,,110 S. Front St.,Wilmington,NC,"(M) - Mixed or partially straight,(*) - Very popular",Bars/Clubs,,,11/11/2019 8:07am,11/11/2019 8:19am
88,Basin Street South,(Only liquor bar),16 Hayne St.,Charleston,SC,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/11/2019 8:07am,11/11/2019 8:23am
95,Wagon Wheel,,336 King St.,Charleston,SC,(M) - Mixed or partially straight,Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:24am
98,Campground,(some G),2717 Two Notch Rd,Columbia,SC,"(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
99,Fortress,,5729 Shakespeare Rd.,Columbia,SC,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
100,H& M,"(He & Me) (Liquor bar open 9pm - 2am)
",2300 Two Notch Rd.,Columbia,SC,"(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
101,Lounge,,1103 Lady St,Columbia,SC,,Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
102,O'Gray's Lounge,(Liquor),1536 Sumter St.,Columbia,SC,(*) - Very popular,Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
103,Trinking Club,,1232 Assembly St.,Columbia,SC,,Bars/Clubs,,,11/11/2019 8:19am,11/11/2019 8:27am
138,M.C.C. ,,,Austin,TX,,Church,,revise address pg 138,12/17/2019 9:52am,12/17/2019 9:52am
139,Ronnie's Bamboo Lounge,,219 N. Frazier,Conroe,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
140,Commerce St. News,,1513 Commerce St.,Dallas,TX,,Book Store,,,12/17/2019 9:52am,12/17/2019 9:52am
141,M.C.C. First Unitarian Church,,4015 Normandie St.,Dallas,TX,,Church,,,12/17/2019 9:52am,12/17/2019 9:52am
142,Studio 9 Theatre,,4817 Bryan,Dallas,TX,,Theatre,,,12/17/2019 9:52am,12/17/2019 9:52am
143,T.J.'s,,3307 McKinney,Dallas,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
151,Banos Jordon,baths,557 Delgallado (Ciudad Juarez),El Paso,TX,,Baths,,Ciudad Juarez where to put,12/17/2019 9:52am,12/17/2019 9:52am
152,Banos Roma,baths,881 Ignacio Mejia (Ciudad Juarez),El Paso,TX,,Baths,,Ciudad Juarez where to put,12/17/2019 9:52am,12/17/2019 9:52am
153,Club Olympico,,210 Avenida Lerdo (Ciudad Juarez),El Paso,TX,,Bars/Clubs,,Ciudad Juarez where to put,12/17/2019 9:52am,12/17/2019 9:52am
154,Club Pigalle,,411 E. Franklin,El Paso,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
156,Le Milord,,606 Magoffin,El Paso,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
160,M.C.C.,,2800 Purington,Ft. Worth,TX,,Church,,,12/17/2019 9:52am,12/17/2019 9:52am
161,Lafitte Hotel,"Strictly a summer & weekend resort, men only, above Robert's Lafitte",409 Rosenberg,Galveston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
162,Adam I Theatre,,4816 Main,Houston,TX,,Theatre,,,12/17/2019 9:52am,12/17/2019 9:52am
163,Annex,,1313 Westheimer,Houston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
164,Big City News,books,1414 Milam,Houston,TX,,Book Store,,,12/17/2019 9:52am,12/17/2019 9:52am
165,Detour,,1504 Westheimer,Houston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
166,Lena's Lounge,,2923 Main,Houston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
167,Midtown Lounge,,2969 S. Main,Houston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
168,Mini Park Theatre,,2907 S. Main,Houston,TX,,Theatre,,,12/17/2019 9:52am,12/17/2019 9:52am
169,Mr. Frizby's Baths,,3401 Milam,Houston,TX,,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
170,Numbers,,1003 California,Houston,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
174,Friendly Lounge,,106 East Hwy.,McAllen,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
176,Cork Room,"Some Latins, closes 12p.m.",411 N. St. Mary's,San Antonio,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
177,Desert Fox,Latins,309 W. Market St.,San Antonio,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
178,Globe News Stand,,204 E. Houston,San Antonio,TX,,Book Store,,,12/17/2019 9:52am,12/17/2019 9:52am
179,Mary's Lounge,,460 S. St. Mary's,San Antonio,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
180,Switchboard ,"San Antonio Free Clinic, (7 - 11p.m.) 733-7300",1136 W. Woodlawn,San Antonio,TX,,Business,,clarify title,12/17/2019 9:52am,12/17/2019 9:52am
183,Louise's ,,117 1/2 S. Main,Victoria,TX,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
187,Atlanta Stag Shop,books,85 Poplar St.,Atlanta,GA,,Book Store,,,12/17/2019 9:52am,12/17/2019 9:52am
188,Gay Paree Cinema,,90 Walton St. N.W.,Atlanta,GA,,Theatre,,,12/17/2019 9:52am,12/17/2019 9:52am
192,Windsor Hotel Steam Baths,Closes 11p.m.,926 S. 5th St.,Louisville,KY,,"Baths,Hotels",,,12/17/2019 9:52am,12/17/2019 9:52am
193,Long Branch Cafe,,124 E. Market,Johnson City,TN,,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
194,M.C.C. ,,1502 Edgehill Ave,Nashville,TN,,Church,,,12/17/2019 9:52am,12/17/2019 9:52am
195,Lakeway Package Store,liquors,1410 E. Wood St.,Paris,TN,,Business,,,12/17/2019 9:52am,12/17/2019 9:52am
196,Off-Main Bar,,201 Liberty Ave.,Beaumont,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
197,Bachelors Quarter Baths,'wild' Tues. nights,3114 Live Oak,Dallas,TX,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
198,Other Place,,3026 W. Lancaster,Ft. Worth,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
199,Gym Baths,Strictly a summer & weekend resort,220 - 23rd St.,Galveston,TX,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
200,Briar Patch,,2294 W. Holcombe Blvd.,Houston,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
201,Club Houston Baths,,2205 Fannin,Houston,TX,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
202,Red Room,getting better again,612 Hadley,Houston,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
203,Round Table,best Sunday afternoons,507 Westheimer,Houston,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
204,Duffy's Tavern,,5 S. 16th St.,McAllen,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
205,Skylight Bar,,415 N. Jackson,Odessa,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
206,El Jardin,"Patio in back, good Sunday afternoons",106 Navarro,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
207,Club South Baths,,"76 - 4th St., N.W.",Atlanta,GA,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
209,Play Pen,in alley,619 Ellis St.,Augusta,GA,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
210,Bayshore Steam Baths,"Sun. from 1p.m., closes 11p.m. daily",403 E. Bay at Habersham,Savannah,GA,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
211,Planters Tavern,"best late - downstairs, below Pink House Restaurant",23 Abercorn St.,Savannah,GA,(*) - Very popular,Bars/Clubs,,location?,12/17/2019 9:52am,12/17/2019 9:52am
212,Bonne Santé Steam Baths,,959 Baxter Ave.,Louisville,KY,(*) - Very popular,Baths,,,12/17/2019 9:52am,12/17/2019 9:52am
213,Cross Keys,,1409 Market St.,Chattanooga,TN,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
214,Powder Puff,,919 Georgia Ave.,Chattanooga,TN,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
215,Juniata's,,713 Commerce St.,Nashville,TN,(*) - Very popular,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
216,Club III,"this seasons 'in' place, disco",1139 W. Peachtree St. N.W.,Atlanta,GA,"(*) - Very popular,(D) - Dancing,(YC) - Young and/or collegiate types,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(E) - Entertainment,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,double check,12/17/2019 9:52am,12/17/2019 9:52am
217,Roaring Sixties,,2305 Shepherd,Houston,TX,"(*) - Very popular,""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
218,Bayou Landing,,2609 N. Pearl near Cedar Springs,Dallas,TX,"(*) - Very popular,(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
219,Six-Fifty-One Club,,651 S. Jennings,Ft. Worth,TX,"(*) - Very popular,(W) - Western or coyboy types",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
220,Gold Room,,2802 Austin,Houston,TX,"(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
221,After Dark,,1112 - 8th Ave.,Ft. Worth,TX,"(B) - Blacks frequent,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
222,My House,Upstairs too,774 W. Peachtree St.,Atlanta,GA,"(B) - Blacks frequent,(HIP) - Heads frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
223,Blue Room,,86 Cain N.W.,Atlanta,GA,"(B) - Blacks frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
224,Encore,,4516 McKinney,Dallas,TX,(D) - Dancing,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
225,Victoria Lounge,Latins,1136 E. Durango,San Antonio,TX,(D) - Dancing,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
226,Ann's Tic Toc ,,408 Broadway,Macon,GA,(D) - Dancing,Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
227,Act III,,3113 Live Oak,Dallas,TX,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
228,Fruit Jar,Strictly a summer & weekend resort,2214 Mechanic,Galveston,TX,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
229,Nine Hundred Club,good afternoons,900 Lovett,Houston,TX,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
230,Chances R,,1833 Peachtree Rd. N.E.,Atlanta,GA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
231,We Three Lounge,,434 Cotton Ave.,Macon,GA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
232,Chez Paris,,2207 Ayers,Corpus Christi,TX,"(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
233,Lamp Post,,2417 Times,Houston,TX,"(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
234,Apartment Lounge,No sign - looks like a private house - park in back & use rear door,"2828 Rio Grande, near  Guadalupe & 29th",Austin,TX,"(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,, revise address pg 138,12/17/2019 9:52am,12/17/2019 9:52am
235,Hypothesis,Mixed drinks - $.50 adm.,2012 N. Broadway,San Antonio,TX,"(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
236,Basement,Opens 8p.m.,340 Bull at Charlton,Savannah,GA,"(D) - Dancing,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
237,Ron Sue's,was closed but probably re-opening ,3236 Mckinney,Dallas,TX,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
238,Spanish Harlem,"Latin, sign says 'Follies'",349 W. Josephine St. at St. Mary's,San Antonio,TX,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
239,Score One,Looks promising,1184 W. Peachtree St. N.W.,Atlanta,GA,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
240,Mrs. P's,Atlanta's oldest bar is now trying to feature (w) and (sm) on Tuesday nights.,Ponce de Leon Hotel 551 Ponce de Leon N.E.,Atlanta,GA,"(D) - Dancing,(W) - Western or coyboy types","Hotels,Bars/Clubs",,double check,12/17/2019 9:52am,12/17/2019 9:52am
241,San Antonio Country,"5 room 'super-bar', disco, liquor too!",1122 N. St. Mary's,San Antonio,TX,"(D) - Dancing,(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(HIP) - Heads frequent,(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,clarify about description,12/17/2019 9:52am,12/17/2019 9:52am
242,Library,Disco,388 Woodland Ave.,Lexington,KY,"(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
243,Mary Ellen's,,815 Fredericksburg Rd.,San Antonio,TX,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
244,B.J.'s,,1382 Poplar Ave.,Memphis,TN,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
245,Patch,,10 N. Cleveland,Memphis,TN,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
247,Highland Lounge,,3018 Monticello,Dallas,TX,"""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
248,Just Marion's & Lynn's,,817 Fairview,Houston,TX,"""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
249,Key Lounge,,5826 Conley,Houston,TX,"""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
251,T.J.'s ,Back Door,5563 Jacksboro Hwy.,Ft. Worth,TX,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,ask about description,12/17/2019 9:52am,12/17/2019 9:52am
252,Ms. Garbo,"behind Baby Products Warehouse, A bar for women - don't pass it up!",2206 Cheshire Bridge Rd. N.E.,Atlanta,GA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
253,Dupree's Tavern,,716 Ponce de Leon,Atlanta,GA,"""(G) - Girls, but seldom exclusively"",""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
254,My Way,,523 E. 10th St.,Amarillo,TX,"""(G) - Girls, but seldom exclusively"",(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
255,Gay Silhouette,Latins,2522 Culebra,San Antonio,TX,"(HIP) - Heads frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
256,Mark Twain,,4015 Lemmon at Throckmorton,Dallas,TX,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,12/17/2019 9:52am,12/17/2019 9:52am
