ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
49,Bull Pen,"('Midnight Cowboys')
",516 Main St.,Daytona Beach,FL,(*) - Very popular,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
46,The Landing,,2351 Federal Hwy,Dania,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
51,Damien's Yum Yum Tree,"(Holly Hill)
",703 N. Ridgewood ,Daytona Beach,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
53,Hollywood Lounge,415 Main St.,415 Main St.,Daytona Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
61,Full Moon Lounge,,708 N. Federal Hwy,Ft. Lauderdale,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
60,Everglades,(S. Federal Hwy),1931 S.E. 6th Ave,Ft. Lauderdale,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
63,Grotto,,1914 E. Oakland,Ft. Lauderdale,FL,(D) - Dancing,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
68,Nero's Massage Salon,,1919 S. Federal Hwy,Ft. Lauderdale,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
73,Tunnel Bar,,545 S.E. 6th Ave,Ft. Lauderdale,FL,(D) - Dancing,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
72,Saloon,"(thru arcade)
",219 S.W. 1st Ave,Ft. Lauderdale,FL,"(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
69,Odds & Ends,(Oakland Park) ,3148 N.E. 12th Ave.,Ft. Lauderdale,FL,"(*) - Very popular,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
75,Zanzibar,,214 S.W. 1st Ave,Ft. Lauderdale,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
82,Melody Club,,4130 N.W. 6th St. ,Gainsville,FL,(*) - Very popular,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
86,Back Room,(is in the back room),800 N. Federal Hwy,Hallandale,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
81,Club,,1514 Jackson,Ft. Myers,FL,"(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(BYOB) - Bring your own bottle,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
88,Keith's Cruise Room,(Old Dixie Hwy) (Disco) (go-go boys),813 S.E. 1st Ave,Hallandale,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
89,Patsy's Club 79,,766 E. 25th St.,Hilaleah,FL,"""(G) - Girls/Ms, but seldom exclusively"",(M) - Mixed or partially straight",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
87,Five-O-One Club,,501 N. Federal Hwy,Hallandale,FL,"(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(D) - Dancing",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
90,Ivy Inn,,1224 S. Dixie Hwy,Hollywood,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
92,Odds 'n' Ends Executive Room,,715 S.W. 21st Ave,Hollywood,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
94,Top's,(disco),2027 Pembroke Rd.,Hollywood,FL,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
96,Brothers,,484 May St. ,Jacksonville,FL,"(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
93,Tee Jay's ,"(disco)
",2100 N. Dixie Hwy,Hollywood,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
100,French Quarter,(disco),527 Main St.,Jacksonville,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
101,Inner Sanctum ,,2952 Roosevelt ,Jacksonville,FL,,Bars/Clubs,,,10/25/2019 8:58am,11/8/2019 1:40pm
108,Top of the Tides,(upstairs),411 1st St.,Jacksonville Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
107,Bo's Crowbar,,504 N. 1st St.,Jacksonville Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
111,Delmonico's ,,218 Duval,Key West,FL,"(YC) - Young and/or collegiate types,""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
118,Music Box,,628 Lake Ave,Lake Worth,FL,(*) - Very popular,Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
119,My Brother's Place,,13437 Gulf Blvd.,Madeira Beach,FL,,Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
123,Carnival ,(Latins),137 N.E. 3rd Ave,Miami,FL,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/6/2019 6:38am,11/8/2019 1:40pm
127,El Carol,,930 Le Jeune Rd.,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
128,Fox Hole,,2000 N.E. 2nd Ave,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
130,Hayloft,(Disco),3673 Bird Rd. ,Miami,FL,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
132,Leprechan,,7305 Bird Rd,Miami,FL,"(E) - Entertainment,(OC) - Older/More Mature Crowd",Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
134,Mermaid,(popular days & until 5 a.m. - back room at Vic's (M) - can use side door),101 N.E. 2nd Ave,Miami,FL,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
136,Nook Beer Bar,(closes 12 midnight)(Coral Gables),255 Minorca,Miami,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
135,Midway,,2322 N.E. 2nd Ave,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
137,Rack,"(Mon. - Fri., closes at 1am, Sat. at 2am, & Sundayat 7pm) Dallas Park Hotel
",231 S.E. 1st Ave,Miami,FL,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
138,Ramrod,(Looks promising),1001 N.E. 2nd Ave,Miami,FL,"(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Bars/Clubs,,,11/6/2019 6:39am,11/8/2019 1:40pm
144,The 'Y',(Disco)(go-go boys) (this is another attempt at the old Le Club Menage -1 blk W. of Biscayne Nr. 79th St.),8099 N.E. 5th Ct. ,Miami,FL,(D) - Dancing,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
139,Red Rooster ,,2404 N.E. 2nd Ave,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
145,Warehouse VIII,"(Fantastic complex, includes (D) bar on 8th, Tool Room (W)(SM)* thru rear parking lot & indoor & outdoor rooftop bars with side entrance on 36th St. open till 5am)",3600 S.W. 8th St. ,Miami,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
152,Basin Street,,1610 Alton Rd.,Miami Beach,FL,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
160,Pin Up,,2228 Park Ave.,Miami Beach,FL,(*) - Very popular,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
157,Miss Kay's ,,2232 Park Ave.,Miami Beach,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
156,Mayflower Lounge,,1716 Alton rd.,Miami Beach,FL,,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
159,New Alley Room,"(behind South Wind, enter thru rear parking lot)",1685 Alton Rd.,Miami Beach,FL,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
165,Annex,,60 N. Orange Ave,Orlando,FL,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
167,Cactus Room,,121 N. Bumby,Orlando,FL,"(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
162,21st St Art Theatre,,2039 Collins,Miami Beach,FL,,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
161,Salamander,(Latins)(the last of the once great Ambassadors III),427 22nd St.,Miami Beach,FL,"(P) - Private club - Inquire locally to admission,(M) - Mixed or partially straight,(D) - Dancing",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
168,Diamon Head Lounge,,134 Magnolia,Orlando,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
170,Odds & Ends Tavern,"(some W, Sm - open Sundays)",4910 Edgewater Dr.,Orlando,FL,"(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
174,Fiesta Room,,110 Harrison Ave,Panama City,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
172,Palace Club,"(open Sundays & Wed, thru Sat.)",1000 Humphries ,Orlando,FL,"(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",""(G) - Girls/Ms, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
184,Trader Jon's,(sailors),511 N. Pelafox,Pansacola,FL,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
183,Ted's Place,,6120 Lillian Hwy.,Pansacola,FL,"""(G) - Girls/Ms, but seldom exclusively"",""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
180,Quiet Village Inn,,3701 E. Cervantes,Pansacola,FL,(*) - Very popular,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
182,Red Garter,,271 S. Colfax,Pansacola,FL,"(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively"",(B) - Blacks frequent",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
188,White Lion,,20 Cuna,St. Augustine,FL,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
186,Ruthie's Fun Palace ,,702 S.W. McNabe Rd.,Pompano Beach,FL,,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
187,Tradewinds,,124 Charlotte,St. Augustine,FL,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
189,809 Club,(St. Petersburg Beach),809 Gulf Blvd,St. Petersburg,FL,"(P) - Private club - Inquire locally to admission,(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
190,Kitty's ,,1020 S. 4th St.,St. Petersburg,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
191,Marilyn's Closet,,8302 N. 4th St.,St. Petersburg,FL,"(M) - Mixed or partially straight,(YC) - Young and/or collegiate types,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
192,Sherwood,"(some W, SM, - may be opening (D) in bar in rear)",7 N. 1st St.,St. Petersburg,FL,"(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
197,Carousel,($1.50 min.)(Disco),1806 W. Platt,Tampa,FL,"(B) - Blacks frequent,(YC) - Young and/or collegiate types,(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
203,Golden Anchor,,110 E. Waters Ave.,Tampa,FL,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
204,Kikiki Saloon,,909 N. Tampa St.,Tampa,FL,"(OC) - Older/More Mature Crowd,(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(*) - Very popular",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
200,Cucujo's ,($1.00 cover charge),1725 W. Kennedy Blvd,Tampa,FL,"""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(WE) - Weekends",Bars/Clubs,,,11/7/2019 9:58am,11/8/2019 1:40pm
205,Ohio Bar,,102 Polk,Tampa,FL,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
206,Rene's,($1.50 min WE),2605 W. Kennedy,Tampa,FL,"(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
219,Harper's,,539 W. Fairbanks,Winter Park,FL,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
216,Turf West,,823 Belvedere Rd.,West Palm Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
212,Other Place,(looks promising),736 Belvedere Rd,West Palm Beach,FL,,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
215,Turf North,,1901 N. Dixie Hwy,West Palm Beach,FL,,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
214,Turf Bar,,221 Datura,West Palm Beach,FL,"(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:40pm
231,Blue Room,,86 Cain N.W.,Atlanta,GA,"(OC) - Older/More Mature Crowd,(B) - Blacks frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
228,Armory,near 6th,834 Juniper N.E.,Atlanta,GA,(*) - Very popular,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
230,Bayou Landing ,"(Disco)(at Bennett, an alley by Tenneco Gas Station)",2110 Peachtree Rd. N.W.,Atlanta,GA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
241,Gallus 49,,49 6th St. N.E.,Atlanta,GA,,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
239,Dupree's Tavern,,716 Ponce de Leon,Atlanta,GA,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
234,Chuck's Rathskellar,,3771 Rosewell Rd. N.E.,Atlanta,GA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
237,Cove,,586 Worchester Dr. N.E. ,Atlanta,GA,(D) - Dancing,Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
248,Mrs. P's,,551 Ponce de Leon N.E. ,Atlanta,GA,"(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
250,Onyx,"(good afternoons)
",341 W. Peachtree St. N.W. ,Atlanta,GA,"(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 11:01am,11/8/2019 1:41pm
254,Riviera Hyatt House Bar,,1630 Peachtree St. N.W. ,Atlanta,GA,"(M) - Mixed or partially straight,(PE) - Pretty elegant - often or tie",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 1:41pm
255,Sweet Gum Head,(Disco),2284 Cheshire Bridge Rd. N.E. ,Atlanta,GA,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,""(G) - Girls/Ms, but seldom exclusively"",(WE) - Weekends,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 1:41pm
263,Animal Farm,,Near Gordon Hwy,Augusta,GA,"(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:18pm
270,Harborside,,401 E. River,Savannah,GA,"(M) - Mixed or partially straight,(PE) - Pretty elegant - often or tie",Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:34pm
268,Basement,(Opens 8pm),340 Bull at Charlton,Savannah,GA,"(D) - Dancing,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",""(G) - Girls/Ms, but seldom exclusively"",(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:34pm
265,Rebel Room,,1001 Greene,Columbus,GA,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:18pm
266,Ann's Tic Toc,,408 Broadway,Macon,GA,"(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:34pm
267,We Three Lounge,,434 Cotton Ave,Macon,GA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:34pm
278,Kitten's Korner,,19 16th St.,Savannah Beach,GA,(M) - Mixed or partially straight,Bars/Clubs,,,11/7/2019 2:14pm,11/7/2019 2:34pm
281,The Place,,Madison Pike - Hwy 1 7 in S. Ft. Mitchell,Covington,KY,"(P) - Private club - Inquire locally to admission,(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively"",""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 8:50am
282,Freewhellin,,201 S. Limestone,Lexington,KY,"(M) - Mixed or partially straight,(HIP) - Heads frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 8:50am
284,Library,"(disco)
",388 Woodland Ave.,Lexington,KY,"(M) - Mixed or partially straight,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 8:50am
291,Julep Lounge,,655 S. 4th St.,Louisville,KY,"""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:14pm,11/10/2019 1:38pm
289,Badlands Territory,(Five rooms with something for just about everyone),116 E. Main St,Louisville,KY,"(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:14pm,11/8/2019 1:40pm
301,Nick's Talk of the Town,(Unisex) (Disco),513 Monmouth St.,Louisville,KY,(YC) - Young and/or collegiate types,Bars/Clubs,,,11/8/2019 8:53am,11/8/2019 1:39pm
306,Dock,,111 Riverside Mall,Alexandria,LA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/8/2019 8:53am,11/8/2019 1:39pm
307,George's Place,,860 St. Louis St.,Alexandria,LA,"(D) - Dancing,(B) - Blacks frequent",Bars/Clubs,,,11/8/2019 8:53am,11/8/2019 1:39pm
308,Mirror Room,,311 North Blvd.,Alexandria,LA,"(OC) - Older/More Mature Crowd,(D) - Dancing",Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
316,Abbey,,1123 Decatur St.,New Orleans,LA,(M) - Mixed or partially straight,Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
312,Owl's Perch,"(WE)
(only)",2400 Moss St.,Lafayette,LA,(WE) - Weekends,Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
315,Kon Tiki,,100 Old Baster Rd,Monroe,LA,(*) - Very popular,Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
311,C'Est la Guerre,,206 E. Vermilion,Lafayette,LA,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular",Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
320,Bourbon Pub,(Ever since Dixie's closed LaFitte's had it all. That changed with a bang when the 'Pub' opened.),801 Bourbon St.,New Orleans,LA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
318,Annex,,740 Burgundy,New Orleans,LA,"(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
317,Anita's ,,514 Ursulines,New Orleans,LA,"""(G) - Girls/Ms, but seldom exclusively"",""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,,,11/8/2019 8:55am,11/8/2019 1:39pm
